Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
IIASA GDP,SSP3,R32SSA-L,GDP|PPP,Annual Average Growth [%],7.481,5.390,4.447,4.031,3.690,3.325,3.022,2.780,2.566,2.349,2.139,1.944,1.777,1.626,1.508,1.408,1.322,1.253,,
IIASA GDP,SSP4,R32SSA-L,GDP|PPP,Annual Average Growth [%],7.382,5.408,4.621,4.401,4.221,4.008,3.832,3.697,3.559,3.207,2.911,2.709,2.613,2.531,2.455,2.370,2.280,2.190,,
IIASA GDP,SSP5,R32SSA-L,GDP|PPP,Annual Average Growth [%],8.367,7.209,7.053,7.032,6.910,6.580,6.189,5.753,5.277,4.779,4.293,3.834,3.416,3.082,2.881,2.746,2.650,2.580,,
OECD Env-Growth,SSP1,R32SSA-L,GDP|PPP,Annual Average Growth [%],5.641,6.628,7.406,7.970,8.058,7.757,7.289,6.744,6.192,5.640,5.087,4.537,4.019,3.572,3.165,2.791,2.454,2.131,,
OECD Env-Growth,SSP2,R32SSA-L,GDP|PPP,Annual Average Growth [%],5.869,6.680,6.654,6.478,6.151,6.053,5.932,5.772,5.595,5.383,5.143,4.880,4.595,4.304,4.019,3.749,3.488,3.234,,
OECD Env-Growth,SSP3,R32SSA-L,GDP|PPP,Annual Average Growth [%],6.072,6.767,6.035,5.359,4.647,4.387,4.193,4.038,3.923,3.818,3.711,3.593,3.463,3.295,3.123,2.949,2.787,2.637,,
OECD Env-Growth,SSP4,R32SSA-L,GDP|PPP,Annual Average Growth [%],6.063,6.701,5.761,4.985,4.043,3.718,3.493,3.329,3.215,3.110,3.006,2.905,2.801,2.668,2.538,2.408,2.294,2.199,,
OECD Env-Growth,SSP5,R32SSA-L,GDP|PPP,Annual Average Growth [%],5.629,6.696,8.010,9.119,9.407,8.807,8.094,7.386,6.735,6.126,5.547,4.988,4.475,4.043,3.653,3.297,2.979,2.673,,
PIK GDP-32,SSP1,R32SSA-L,GDP|PPP,Annual Average Growth [%],7.312,6.865,7.090,6.656,6.615,6.543,6.384,6.176,5.901,5.549,5.148,4.725,4.387,4.006,3.703,3.620,3.295,2.730,,
PIK GDP-32,SSP2,R32SSA-L,GDP|PPP,Annual Average Growth [%],7.670,6.866,6.763,6.245,6.089,5.909,5.739,5.487,5.281,5.064,4.841,4.552,4.287,4.048,3.825,3.624,3.435,3.098,,
PIK GDP-32,SSP3,R32SSA-L,GDP|PPP,Annual Average Growth [%],7.615,6.283,5.713,5.028,4.707,4.360,4.072,3.648,3.338,3.072,2.812,2.490,2.181,1.847,1.541,1.250,0.957,0.659,,
PIK GDP-32,SSP4,R32SSA-L,GDP|PPP,Annual Average Growth [%],7.951,6.853,6.484,5.962,5.754,5.470,5.200,4.762,4.423,4.118,3.817,3.442,3.074,2.672,2.292,1.920,1.533,1.105,,
PIK GDP-32,SSP5,R32SSA-L,GDP|PPP,Annual Average Growth [%],6.679,6.433,6.809,6.476,6.484,6.437,6.307,6.149,5.945,5.685,5.406,5.121,5.008,4.796,4.721,4.954,4.726,4.121,,
IIASA GDP,SSP1,R32SSA-M,GDP|PPP,Annual Average Growth [%],3.895,3.283,3.628,3.734,3.670,3.403,3.026,2.660,2.400,2.159,1.896,1.673,1.455,1.274,1.134,1.025,0.911,0.787,,
IIASA GDP,SSP2,R32SSA-M,GDP|PPP,Annual Average Growth [%],3.826,2.970,3.246,3.282,3.228,3.092,2.895,2.664,2.449,2.290,2.143,1.978,1.851,1.702,1.519,1.381,1.257,1.150,,
IIASA GDP,SSP3,R32SSA-M,GDP|PPP,Annual Average Growth [%],3.654,2.450,2.488,2.404,2.315,2.182,2.015,1.806,1.562,1.442,1.408,1.366,1.308,1.272,1.242,1.220,1.199,1.190,,
IIASA GDP,SSP4,R32SSA-M,GDP|PPP,Annual Average Growth [%],3.535,2.286,2.294,2.211,2.142,2.048,1.844,1.643,1.449,1.342,1.283,1.223,1.130,1.051,0.983,0.932,0.887,0.851,,
IIASA GDP,SSP5,R32SSA-M,GDP|PPP,Annual Average Growth [%],3.945,3.497,4.127,4.340,4.265,3.988,3.711,3.376,3.112,2.844,2.556,2.391,2.254,2.114,1.938,1.754,1.561,1.367,,
OECD Env-Growth,SSP1,R32SSA-M,GDP|PPP,Annual Average Growth [%],4.460,5.043,3.768,3.344,3.095,3.294,3.590,3.778,3.798,3.721,3.544,3.280,2.983,2.692,2.391,2.112,1.849,1.586,,
OECD Env-Growth,SSP2,R32SSA-M,GDP|PPP,Annual Average Growth [%],4.651,4.941,3.330,2.509,1.907,2.140,2.548,2.926,3.159,3.298,3.351,3.331,3.251,3.137,2.989,2.828,2.663,2.500,,
OECD Env-Growth,SSP3,R32SSA-M,GDP|PPP,Annual Average Growth [%],4.662,4.748,3.106,2.139,1.216,0.983,1.135,1.440,1.675,1.857,1.995,2.070,2.102,2.084,2.026,1.950,1.894,1.831,,
OECD Env-Growth,SSP4,R32SSA-M,GDP|PPP,Annual Average Growth [%],4.680,4.789,3.262,2.621,1.957,1.892,2.174,2.575,2.886,3.108,3.250,3.316,3.317,3.249,3.133,2.986,2.858,2.721,,
OECD Env-Growth,SSP5,R32SSA-M,GDP|PPP,Annual Average Growth [%],4.484,5.200,4.483,4.499,4.396,4.354,4.449,4.549,4.522,4.406,4.184,3.876,3.544,3.224,2.909,2.624,2.361,2.101,,
PIK GDP-32,SSP1,R32SSA-M,GDP|PPP,Annual Average Growth [%],11.130,9.338,7.592,6.558,5.847,5.212,4.634,4.216,3.736,3.270,2.852,2.383,1.956,1.607,1.264,1.016,0.814,0.647,,
PIK GDP-32,SSP2,R32SSA-M,GDP|PPP,Annual Average Growth [%],10.760,8.859,7.067,6.176,5.606,5.093,4.600,4.179,3.797,3.447,3.179,2.827,2.511,2.248,1.997,1.798,1.657,1.566,,
PIK GDP-32,SSP3,R32SSA-M,GDP|PPP,Annual Average Growth [%],10.183,7.886,5.900,5.037,4.638,4.298,3.893,3.453,3.077,2.803,2.628,2.345,2.081,1.847,1.631,1.440,1.320,1.230,,
PIK GDP-32,SSP4,R32SSA-M,GDP|PPP,Annual Average Growth [%],10.757,8.728,6.856,6.021,5.633,5.284,4.856,4.396,3.999,3.703,3.504,3.201,2.917,2.667,2.432,2.226,2.095,1.996,,
PIK GDP-32,SSP5,R32SSA-M,GDP|PPP,Annual Average Growth [%],10.887,9.379,7.769,6.796,6.124,5.523,4.979,4.599,4.163,3.749,3.386,2.974,2.637,2.338,2.078,1.945,1.778,1.616,,
IIASA GDP,SSP1,R32TUR,GDP|PPP,Annual Average Growth [%],2.313,3.546,3.667,3.222,2.776,2.384,2.038,2.349,2.398,2.095,1.700,1.449,1.292,1.151,1.010,0.862,0.710,0.515,,
IIASA GDP,SSP2,R32TUR,GDP|PPP,Annual Average Growth [%],2.213,3.183,3.266,2.944,2.693,2.469,2.289,2.088,1.920,2.154,2.200,2.032,1.781,1.600,1.469,1.355,1.251,1.150,,
IIASA GDP,SSP3,R32TUR,GDP|PPP,Annual Average Growth [%],2.059,2.762,2.660,2.322,2.130,1.970,1.854,1.709,1.629,1.577,1.539,1.512,1.467,1.406,1.356,1.346,1.355,1.371,,
IIASA GDP,SSP4,R32TUR,GDP|PPP,Annual Average Growth [%],1.903,2.457,2.205,1.749,1.490,1.309,1.166,0.989,0.837,0.695,0.556,0.434,0.307,0.202,0.120,0.076,0.061,0.032,,
IIASA GDP,SSP5,R32TUR,GDP|PPP,Annual Average Growth [%],2.336,3.682,3.955,3.642,3.273,2.904,2.543,2.813,2.836,2.770,2.538,2.336,2.115,1.896,1.685,1.480,1.282,1.048,,
OECD Env-Growth,SSP1,R32TUR,GDP|PPP,Annual Average Growth [%],4.544,4.206,3.921,3.708,3.434,3.075,2.631,2.189,1.874,1.600,1.364,1.124,0.879,0.722,0.598,0.489,0.389,0.228,,
OECD Env-Growth,SSP2,R32TUR,GDP|PPP,Annual Average Growth [%],4.654,4.297,3.655,3.164,2.806,2.629,2.403,2.196,2.052,1.906,1.782,1.659,1.521,1.397,1.298,1.220,1.143,1.058,,
OECD Env-Growth,SSP3,R32TUR,GDP|PPP,Annual Average Growth [%],4.798,4.410,3.284,2.491,1.993,1.793,1.583,1.428,1.335,1.249,1.210,1.201,1.180,1.121,1.059,1.013,0.977,0.955,,
OECD Env-Growth,SSP4,R32TUR,GDP|PPP,Annual Average Growth [%],4.647,4.238,3.367,2.879,2.460,2.209,1.895,1.636,1.460,1.298,1.143,0.998,0.853,0.740,0.650,0.600,0.569,0.518,,
OECD Env-Growth,SSP5,R32TUR,GDP|PPP,Annual Average Growth [%],4.541,4.252,4.262,4.307,4.133,3.713,3.236,2.779,2.462,2.195,1.968,1.733,1.496,1.348,1.233,1.132,1.039,0.884,,
PIK GDP-32,SSP1,R32TUR,GDP|PPP,Annual Average Growth [%],4.379,3.904,3.753,3.377,3.070,2.743,2.416,1.982,1.764,1.478,1.204,0.997,0.741,0.635,0.600,0.642,0.555,0.314,,
PIK GDP-32,SSP2,R32TUR,GDP|PPP,Annual Average Growth [%],4.641,4.081,3.838,3.519,3.259,2.938,2.631,2.236,2.082,1.905,1.759,1.639,1.457,1.350,1.260,1.176,1.093,0.996,,
PIK GDP-32,SSP3,R32TUR,GDP|PPP,Annual Average Growth [%],4.586,3.868,3.457,3.168,2.926,2.561,2.213,1.848,1.770,1.730,1.725,1.705,1.615,1.473,1.376,1.343,1.316,1.297,,
PIK GDP-32,SSP4,R32TUR,GDP|PPP,Annual Average Growth [%],4.931,4.343,4.071,3.717,3.426,3.018,2.599,2.158,1.955,1.722,1.506,1.351,1.115,0.942,0.794,0.718,0.677,0.574,,
PIK GDP-32,SSP5,R32TUR,GDP|PPP,Annual Average Growth [%],4.141,3.790,3.772,3.529,3.350,3.142,2.925,2.513,2.321,2.070,1.837,1.679,1.499,1.451,1.494,1.612,1.536,1.295,,
IIASA GDP,SSP1,R32USA,GDP|PPP,Annual Average Growth [%],1.678,1.802,2.253,2.217,2.107,1.996,1.883,1.764,1.682,1.624,1.569,1.516,1.466,1.394,1.299,1.183,1.066,0.960,,
IIASA GDP,SSP2,R32USA,GDP|PPP,Annual Average Growth [%],1.726,1.807,2.175,2.071,1.925,1.803,1.689,1.576,1.510,1.466,1.421,1.364,1.299,1.223,1.145,1.068,1.002,0.944,,
IIASA GDP,SSP3,R32USA,GDP|PPP,Annual Average Growth [%],1.468,1.296,1.467,1.291,1.141,1.047,0.953,0.853,0.803,0.769,0.731,0.686,0.620,0.536,0.452,0.382,0.320,0.259,,
IIASA GDP,SSP4,R32USA,GDP|PPP,Annual Average Growth [%],1.768,1.838,2.157,1.957,1.744,1.596,1.476,1.363,1.302,1.255,1.195,1.126,1.039,0.939,0.838,0.745,0.659,0.577,,
IIASA GDP,SSP5,R32USA,GDP|PPP,Annual Average Growth [%],1.768,2.085,2.774,2.943,2.954,2.904,2.827,2.729,2.654,2.604,2.556,2.493,2.424,2.338,2.239,2.131,2.031,1.943,,
OECD Env-Growth,SSP1,R32USA,GDP|PPP,Annual Average Growth [%],2.451,3.032,2.629,2.383,2.133,1.851,1.598,1.351,1.242,1.208,1.193,1.103,1.019,0.984,0.907,0.846,0.787,0.716,,
OECD Env-Growth,SSP2,R32USA,GDP|PPP,Annual Average Growth [%],2.426,2.908,2.301,1.894,1.591,1.397,1.235,1.074,1.024,1.022,1.016,0.929,0.844,0.815,0.746,0.690,0.645,0.600,,
OECD Env-Growth,SSP3,R32USA,GDP|PPP,Annual Average Growth [%],2.283,2.576,1.832,1.338,1.015,0.809,0.634,0.421,0.308,0.243,0.175,-0.004,-0.173,-0.243,-0.345,-0.404,-0.438,-0.504,,
OECD Env-Growth,SSP4,R32USA,GDP|PPP,Annual Average Growth [%],2.378,2.881,2.545,2.290,2.013,1.684,1.410,1.170,1.076,1.058,1.036,0.918,0.802,0.772,0.697,0.646,0.613,0.551,,
OECD Env-Growth,SSP5,R32USA,GDP|PPP,Annual Average Growth [%],2.575,3.331,3.217,3.165,2.982,2.685,2.493,2.336,2.293,2.306,2.323,2.291,2.263,2.236,2.175,2.121,2.068,2.026,,
PIK GDP-32,SSP1,R32USA,GDP|PPP,Annual Average Growth [%],1.770,2.331,1.980,1.685,1.699,1.626,1.530,1.286,1.193,1.158,1.180,1.053,0.944,0.965,0.883,0.846,0.793,0.719,,
PIK GDP-32,SSP2,R32USA,GDP|PPP,Annual Average Growth [%],1.837,2.378,2.015,1.720,1.743,1.678,1.597,1.355,1.266,1.240,1.269,1.153,1.034,1.047,0.944,0.860,0.802,0.752,,
PIK GDP-32,SSP3,R32USA,GDP|PPP,Annual Average Growth [%],1.610,1.927,1.393,0.954,0.852,0.668,0.476,0.212,0.109,0.042,0.029,-0.167,-0.362,-0.320,-0.395,-0.432,-0.448,-0.552,,
PIK GDP-32,SSP4,R32USA,GDP|PPP,Annual Average Growth [%],1.994,2.527,2.155,1.787,1.754,1.628,1.473,1.216,1.094,1.021,0.994,0.820,0.637,0.663,0.547,0.456,0.400,0.287,,
PIK GDP-32,SSP5,R32USA,GDP|PPP,Annual Average Growth [%],1.799,2.588,2.414,2.294,2.452,2.513,2.534,2.344,2.303,2.359,2.469,2.448,2.450,2.447,2.401,2.424,2.390,2.369,,
IIASA GDP,SSP1,ROU,GDP|PPP,Annual Average Growth [%],4.663,4.454,3.731,2.600,1.778,1.175,0.772,0.488,0.381,0.350,0.328,0.285,0.190,0.098,0.007,-0.071,-0.175,-0.176,,
IIASA GDP,SSP2,ROU,GDP|PPP,Annual Average Growth [%],4.723,4.389,3.537,2.378,1.635,1.140,0.842,0.607,0.472,0.397,0.352,0.315,0.287,0.288,0.319,0.384,0.447,0.507,,
IIASA GDP,SSP3,ROU,GDP|PPP,Annual Average Growth [%],4.703,4.262,3.332,2.138,1.407,0.930,0.666,0.483,0.383,0.322,0.322,0.404,0.555,0.734,0.902,1.040,1.141,1.207,,
IIASA GDP,SSP4,ROU,GDP|PPP,Annual Average Growth [%],4.614,4.030,2.946,1.637,0.869,0.370,0.056,-0.229,-0.405,-0.519,-0.567,-0.591,-0.628,-0.623,-0.573,-0.479,-0.400,-0.336,,
IIASA GDP,SSP5,ROU,GDP|PPP,Annual Average Growth [%],4.679,4.574,3.988,2.980,2.230,1.649,1.294,1.117,1.079,1.067,1.025,0.954,0.825,0.700,0.577,0.471,0.339,0.312,,
OECD Env-Growth,SSP1,ROU,GDP|PPP,Annual Average Growth [%],1.752,3.314,3.480,3.544,3.260,2.756,2.183,1.734,1.316,1.216,0.961,0.692,0.397,0.220,0.084,-0.053,-0.163,-0.300,,
OECD Env-Growth,SSP2,ROU,GDP|PPP,Annual Average Growth [%],1.768,3.239,2.955,2.529,1.988,1.675,1.378,1.221,1.035,1.101,0.997,0.895,0.774,0.723,0.703,0.704,0.701,0.679,,
OECD Env-Growth,SSP3,ROU,GDP|PPP,Annual Average Growth [%],1.831,3.250,2.585,1.831,1.032,0.703,0.433,0.348,0.246,0.417,0.456,0.514,0.559,0.602,0.637,0.706,0.774,0.829,,
OECD Env-Growth,SSP4,ROU,GDP|PPP,Annual Average Growth [%],1.738,3.198,2.856,2.503,1.978,1.646,1.297,1.132,0.911,0.951,0.783,0.605,0.407,0.306,0.235,0.217,0.209,0.148,,
OECD Env-Growth,SSP5,ROU,GDP|PPP,Annual Average Growth [%],1.736,3.364,3.972,4.373,4.144,3.454,2.777,2.272,1.836,1.736,1.486,1.220,0.934,0.769,0.649,0.528,0.435,0.314,,
IIASA GDP,SSP1,RUS,GDP|PPP,Annual Average Growth [%],4.653,2.829,2.062,1.465,1.145,0.984,0.850,0.753,0.778,0.887,0.965,0.975,0.915,0.813,0.707,0.609,0.522,0.441,,
IIASA GDP,SSP2,RUS,GDP|PPP,Annual Average Growth [%],4.773,2.865,1.963,1.305,1.046,1.009,1.001,0.956,0.973,1.055,1.129,1.155,1.127,1.066,1.005,0.962,0.932,0.900,,
IIASA GDP,SSP3,RUS,GDP|PPP,Annual Average Growth [%],4.789,2.774,1.714,0.953,0.684,0.692,0.760,0.802,0.843,0.939,1.070,1.201,1.307,1.374,1.412,1.433,1.444,1.438,,
IIASA GDP,SSP4,RUS,GDP|PPP,Annual Average Growth [%],4.693,2.593,1.482,0.666,0.349,0.299,0.285,0.216,0.165,0.180,0.208,0.222,0.215,0.187,0.154,0.130,0.104,0.060,,
IIASA GDP,SSP5,RUS,GDP|PPP,Annual Average Growth [%],4.699,3.033,2.484,2.063,1.822,1.661,1.605,1.606,1.688,1.798,1.837,1.793,1.671,1.512,1.355,1.211,1.075,0.939,,
OECD Env-Growth,SSP1,RUS,GDP|PPP,Annual Average Growth [%],3.939,3.775,3.746,3.820,3.401,2.589,1.767,1.106,0.836,0.912,0.832,0.562,0.243,0.073,0.022,0.018,-0.002,-0.147,,
OECD Env-Growth,SSP2,RUS,GDP|PPP,Annual Average Growth [%],3.985,3.658,3.292,2.950,2.462,1.989,1.482,1.127,1.104,1.358,1.342,1.231,1.038,0.888,0.819,0.797,0.771,0.685,,
OECD Env-Growth,SSP3,RUS,GDP|PPP,Annual Average Growth [%],3.978,3.540,2.874,2.383,1.910,1.438,0.803,0.336,0.318,0.668,0.902,0.959,0.932,0.905,0.782,0.811,0.791,0.705,,
OECD Env-Growth,SSP4,RUS,GDP|PPP,Annual Average Growth [%],3.926,3.570,3.290,3.142,2.822,2.277,1.585,1.051,0.924,1.119,1.015,0.828,0.564,0.384,0.289,0.239,0.179,0.048,,
OECD Env-Growth,SSP5,RUS,GDP|PPP,Annual Average Growth [%],3.971,3.948,4.631,4.946,4.564,3.567,2.602,1.864,1.568,1.624,1.540,1.285,0.990,0.839,0.793,0.777,0.737,0.587,,
IIASA GDP,SSP1,RWA,GDP|PPP,Annual Average Growth [%],7.172,5.322,4.162,4.060,4.242,4.560,4.852,5.093,5.098,5.031,4.763,4.373,3.853,3.408,3.380,3.238,2.904,2.408,,
IIASA GDP,SSP2,RWA,GDP|PPP,Annual Average Growth [%],6.025,4.013,2.972,3.145,3.263,3.448,3.658,3.901,4.019,4.119,4.104,4.030,3.889,3.776,3.683,3.588,3.452,3.258,,
IIASA GDP,SSP3,RWA,GDP|PPP,Annual Average Growth [%],5.175,2.793,1.582,1.769,1.780,1.831,1.900,2.004,2.056,2.094,2.042,1.943,1.809,1.697,1.611,1.545,1.470,1.398,,
IIASA GDP,SSP4,RWA,GDP|PPP,Annual Average Growth [%],5.154,2.888,1.842,2.256,2.472,2.682,2.854,3.030,3.139,3.222,3.187,3.081,2.926,2.787,2.674,2.581,2.479,2.382,,
IIASA GDP,SSP5,RWA,GDP|PPP,Annual Average Growth [%],7.201,5.557,4.679,4.842,5.204,5.616,5.932,6.151,6.107,5.973,5.630,5.152,4.537,3.995,3.880,3.659,3.296,3.034,,
OECD Env-Growth,SSP1,RWA,GDP|PPP,Annual Average Growth [%],7.110,6.860,7.811,8.177,8.184,7.704,7.075,6.435,5.877,5.399,4.865,4.327,3.760,3.320,2.950,2.626,2.318,1.989,,
OECD Env-Growth,SSP2,RWA,GDP|PPP,Annual Average Growth [%],7.373,6.888,7.011,6.655,6.222,5.983,5.734,5.484,5.292,5.137,4.910,4.644,4.335,4.061,3.821,3.611,3.396,3.162,,
OECD Env-Growth,SSP3,RWA,GDP|PPP,Annual Average Growth [%],7.569,6.937,6.119,5.243,4.397,4.086,3.840,3.643,3.557,3.516,3.435,3.310,3.139,2.968,2.808,2.668,2.524,2.381,,
OECD Env-Growth,SSP4,RWA,GDP|PPP,Annual Average Growth [%],7.572,6.891,5.869,4.859,3.760,3.391,3.127,2.934,2.851,2.803,2.718,2.604,2.453,2.306,2.187,2.090,1.996,1.911,,
OECD Env-Growth,SSP5,RWA,GDP|PPP,Annual Average Growth [%],7.110,6.977,8.535,9.411,9.509,8.709,7.844,7.045,6.397,5.871,5.324,4.784,4.228,3.810,3.462,3.161,2.879,2.573,,
IIASA GDP,SSP1,SAU,GDP|PPP,Annual Average Growth [%],4.120,1.319,1.401,2.122,2.639,2.779,2.592,2.155,1.665,1.293,1.157,1.166,1.204,1.207,1.164,1.093,0.962,0.801,,
IIASA GDP,SSP2,SAU,GDP|PPP,Annual Average Growth [%],4.163,1.366,1.453,2.223,2.798,2.988,2.842,2.447,2.004,1.644,1.419,1.345,1.335,1.343,1.322,1.273,1.204,1.126,,
IIASA GDP,SSP3,SAU,GDP|PPP,Annual Average Growth [%],4.128,1.282,1.037,1.662,2.271,2.670,2.747,2.558,2.295,2.053,1.874,1.750,1.680,1.635,1.630,1.635,1.633,1.608,,
IIASA GDP,SSP4,SAU,GDP|PPP,Annual Average Growth [%],4.260,1.520,1.370,1.960,2.524,2.885,2.941,2.747,2.482,2.226,2.005,1.838,1.729,1.653,1.620,1.596,1.561,1.501,,
IIASA GDP,SSP5,SAU,GDP|PPP,Annual Average Growth [%],4.215,1.619,1.932,2.774,3.282,3.341,3.061,2.549,2.097,1.958,1.984,2.044,2.039,1.982,1.882,1.762,1.590,1.396,,
OECD Env-Growth,SSP1,SAU,GDP|PPP,Annual Average Growth [%],5.254,4.146,4.039,4.070,3.357,2.834,2.377,1.981,1.732,1.601,1.456,1.238,1.035,0.957,0.855,0.754,0.609,0.423,,
OECD Env-Growth,SSP2,SAU,GDP|PPP,Annual Average Growth [%],5.365,4.260,3.977,3.813,2.976,2.687,2.307,1.956,1.789,1.725,1.663,1.567,1.496,1.478,1.422,1.360,1.270,1.166,,
OECD Env-Growth,SSP3,SAU,GDP|PPP,Annual Average Growth [%],5.351,4.249,3.953,3.996,3.378,2.925,2.254,1.554,1.075,0.839,0.779,0.787,0.854,0.943,0.988,1.022,1.031,1.026,,
OECD Env-Growth,SSP4,SAU,GDP|PPP,Annual Average Growth [%],5.485,4.526,4.424,4.688,4.225,3.748,3.132,2.545,2.202,2.060,2.015,2.011,2.041,2.071,2.045,1.997,1.927,1.850,,
OECD Env-Growth,SSP5,SAU,GDP|PPP,Annual Average Growth [%],5.387,4.394,4.698,5.239,4.917,4.360,3.632,2.930,2.459,2.199,1.996,1.763,1.563,1.476,1.385,1.290,1.151,0.971,,
IIASA GDP,SSP1,SDN,GDP|PPP,Annual Average Growth [%],6.935,6.058,5.980,5.543,5.053,3.857,3.341,3.311,3.551,3.616,3.436,3.068,2.592,2.099,1.642,1.253,0.934,0.732,,
IIASA GDP,SSP2,SDN,GDP|PPP,Annual Average Growth [%],6.281,5.298,5.231,4.986,4.560,3.965,3.606,3.268,3.130,3.088,3.056,3.044,2.996,2.874,2.661,2.391,2.094,1.803,,
IIASA GDP,SSP3,SDN,GDP|PPP,Annual Average Growth [%],5.635,4.340,3.894,3.535,2.976,2.290,1.835,1.462,1.325,1.358,1.454,1.500,1.493,1.462,1.411,1.373,1.333,1.309,,
IIASA GDP,SSP4,SDN,GDP|PPP,Annual Average Growth [%],5.558,4.352,4.008,3.814,3.383,2.821,2.452,2.133,2.035,2.101,2.210,2.250,2.224,2.173,2.103,2.049,1.995,1.954,,
IIASA GDP,SSP5,SDN,GDP|PPP,Annual Average Growth [%],6.970,6.282,6.461,6.245,5.875,4.706,4.168,4.089,4.268,4.267,4.019,3.578,3.031,2.477,2.222,2.200,2.254,2.247,,
OECD Env-Growth,SSP1,SDN,GDP|PPP,Annual Average Growth [%],2.042,7.571,6.462,7.066,7.342,7.100,6.711,6.247,5.783,5.299,4.763,4.214,3.761,3.290,2.914,2.570,2.238,1.927,,
OECD Env-Growth,SSP2,SDN,GDP|PPP,Annual Average Growth [%],2.345,7.744,5.823,5.676,5.498,5.505,5.436,5.293,5.140,4.995,4.825,4.612,4.366,4.085,3.815,3.559,3.313,3.052,,
OECD Env-Growth,SSP3,SDN,GDP|PPP,Annual Average Growth [%],2.625,7.895,5.334,4.703,4.180,4.084,3.945,3.747,3.577,3.491,3.427,3.351,3.249,3.084,2.945,2.828,2.727,2.599,,
OECD Env-Growth,SSP4,SDN,GDP|PPP,Annual Average Growth [%],2.657,7.925,5.091,4.183,3.318,3.054,2.838,2.616,2.459,2.386,2.347,2.310,2.268,2.190,2.139,2.106,2.088,2.049,,
OECD Env-Growth,SSP5,SDN,GDP|PPP,Annual Average Growth [%],2.061,7.694,7.006,8.126,8.606,8.169,7.591,6.979,6.422,5.873,5.299,4.728,4.265,3.792,3.419,3.081,2.756,2.450,,
IIASA GDP,SSP1,SEN,GDP|PPP,Annual Average Growth [%],6.035,5.533,5.576,5.023,4.704,4.446,4.278,4.121,3.842,3.486,3.145,3.025,2.877,2.649,2.328,2.000,1.695,1.433,,
IIASA GDP,SSP2,SEN,GDP|PPP,Annual Average Growth [%],4.951,4.195,4.210,3.956,3.770,3.607,3.547,3.537,3.491,3.404,3.337,3.286,3.237,3.195,3.140,3.048,2.911,2.732,,
IIASA GDP,SSP3,SEN,GDP|PPP,Annual Average Growth [%],4.366,3.406,3.191,2.851,2.490,2.173,1.975,1.912,1.923,1.929,1.914,1.872,1.803,1.729,1.663,1.621,1.585,1.561,,
IIASA GDP,SSP4,SEN,GDP|PPP,Annual Average Growth [%],4.308,3.387,3.251,3.091,2.908,2.769,2.705,2.755,2.853,2.917,2.930,2.894,2.822,2.739,2.666,2.615,2.567,2.529,,
IIASA GDP,SSP5,SEN,GDP|PPP,Annual Average Growth [%],6.023,5.655,5.895,5.555,5.391,5.219,5.073,4.889,4.546,4.113,3.703,3.551,3.362,3.083,2.710,2.362,2.295,2.391,,
OECD Env-Growth,SSP1,SEN,GDP|PPP,Annual Average Growth [%],3.734,5.495,6.590,7.053,7.260,7.033,6.595,6.086,5.572,5.038,4.506,3.963,3.458,3.077,2.745,2.430,2.134,1.845,,
OECD Env-Growth,SSP2,SEN,GDP|PPP,Annual Average Growth [%],4.060,5.525,5.824,5.729,5.534,5.544,5.492,5.395,5.261,5.080,4.872,4.631,4.369,4.125,3.892,3.663,3.435,3.205,,
OECD Env-Growth,SSP3,SEN,GDP|PPP,Annual Average Growth [%],4.376,5.876,5.301,4.653,3.993,3.879,3.776,3.666,3.589,3.515,3.454,3.365,3.248,3.119,2.981,2.864,2.754,2.659,,
OECD Env-Growth,SSP4,SEN,GDP|PPP,Annual Average Growth [%],4.337,5.772,5.049,4.294,3.423,3.244,3.112,2.990,2.905,2.817,2.756,2.683,2.588,2.486,2.395,2.326,2.272,2.239,,
OECD Env-Growth,SSP5,SEN,GDP|PPP,Annual Average Growth [%],3.690,5.445,6.973,7.981,8.388,7.928,7.283,6.617,5.996,5.392,4.840,4.290,3.799,3.459,3.170,2.903,2.657,2.416,,
IIASA GDP,SSP1,SGP,GDP|PPP,Annual Average Growth [%],5.837,2.677,1.642,1.230,1.339,1.434,1.425,1.297,1.122,0.931,0.715,0.511,0.285,0.090,-0.113,-0.343,-0.560,-0.752,,
IIASA GDP,SSP2,SGP,GDP|PPP,Annual Average Growth [%],5.817,2.634,1.590,1.212,1.338,1.446,1.444,1.304,1.120,0.967,0.827,0.697,0.561,0.432,0.294,0.164,0.069,-0.004,,
IIASA GDP,SSP3,SGP,GDP|PPP,Annual Average Growth [%],5.006,1.481,0.403,0.313,0.673,0.945,1.049,0.983,0.881,0.815,0.794,0.779,0.745,0.693,0.636,0.600,0.595,0.604,,
IIASA GDP,SSP4,SGP,GDP|PPP,Annual Average Growth [%],5.731,2.434,1.249,0.750,0.815,0.884,0.857,0.717,0.560,0.432,0.314,0.209,0.090,-0.027,-0.158,-0.292,-0.412,-0.533,,
IIASA GDP,SSP5,SGP,GDP|PPP,Annual Average Growth [%],5.988,2.947,2.028,1.679,1.838,1.952,1.942,1.807,1.628,1.429,1.181,0.928,0.657,0.430,0.215,-0.022,-0.255,-0.472,,
